Date,CPIAUCSL,PCE,PPIACO,ECIALLCIV,GDPDEF,UNRATE,MCUMFN,SP500
2023-08-03,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4501.89
2023-08-04,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4478.03
2023-08-05,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4478.03
2023-08-06,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4478.03
2023-08-07,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4518.44
2023-08-08,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4499.38
2023-08-09,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4467.71
2023-08-10,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4468.83
2023-08-11,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4464.05
2023-08-12,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4464.05
2023-08-13,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4464.05
2023-08-14,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4489.72
2023-08-15,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4437.86
2023-08-16,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4404.33
2023-08-17,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4370.36
2023-08-18,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4369.71
2023-08-19,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4369.71
2023-08-20,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4369.71
2023-08-21,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4399.77
2023-08-22,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4387.55
2023-08-23,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4436.01
2023-08-24,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4376.31
2023-08-25,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4405.71
2023-08-26,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4405.71
2023-08-27,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4405.71
2023-08-28,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4433.31
2023-08-29,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4497.63
2023-08-30,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4514.87
2023-08-31,306.187,18911.6,257.68,160.6,122.768,3.8,78.0339,4507.66
2023-09-01,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4515.77
2023-09-02,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4515.77
2023-09-03,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4515.77
2023-09-04,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4515.77
2023-09-05,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4496.83
2023-09-06,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4465.48
2023-09-07,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4451.14
2023-09-08,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4457.49
2023-09-09,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4457.49
2023-09-10,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4457.49
2023-09-11,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4487.46
2023-09-12,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4461.9
2023-09-13,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4467.44
2023-09-14,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4505.1
2023-09-15,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4450.32
2023-09-16,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4450.32
2023-09-17,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4450.32
2023-09-18,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4453.53
2023-09-19,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4443.95
2023-09-20,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4402.2
2023-09-21,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4330.0
2023-09-22,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4320.06
2023-09-23,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4320.06
2023-09-24,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4320.06
2023-09-25,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4337.44
2023-09-26,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4273.53
2023-09-27,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4274.51
2023-09-28,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4299.7
2023-09-29,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4288.05
2023-09-30,307.288,19024.9,258.934,160.6,122.768,3.8,78.0289,4288.05
2023-10-01,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4288.05
2023-10-02,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4288.39
2023-10-03,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4229.45
2023-10-04,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4263.75
2023-10-05,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4258.19
2023-10-06,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4308.5
2023-10-07,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4308.5
2023-10-08,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4308.5
2023-10-09,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4335.66
2023-10-10,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4358.24
2023-10-11,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4376.95
2023-10-12,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4349.61
2023-10-13,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4327.78
2023-10-14,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4327.78
2023-10-15,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4327.78
2023-10-16,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4373.63
2023-10-17,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4373.2
2023-10-18,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4314.6
2023-10-19,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4278.0
2023-10-20,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4224.16
2023-10-21,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4224.16
2023-10-22,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4224.16
2023-10-23,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4217.04
2023-10-24,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4247.68
2023-10-25,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4186.77
2023-10-26,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4137.23
2023-10-27,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4117.37
2023-10-28,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4117.37
2023-10-29,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4117.37
2023-10-30,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4166.82
2023-10-31,307.531,19069.5,255.192,162.1,123.241,3.8,77.3297,4193.8
2023-11-01,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4237.86
2023-11-02,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4317.78
2023-11-03,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4358.34
2023-11-04,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4358.34
2023-11-05,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4358.34
2023-11-06,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4365.98
2023-11-07,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4378.38
2023-11-08,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4382.78
2023-11-09,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4347.35
2023-11-10,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4415.24
2023-11-11,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4415.24
2023-11-12,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4415.24
2023-11-13,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4411.55
2023-11-14,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4495.7
2023-11-15,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4502.88
2023-11-16,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4508.24
2023-11-17,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4514.02
2023-11-18,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4514.02
2023-11-19,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4514.02
2023-11-20,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4547.38
2023-11-21,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4538.19
2023-11-22,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4556.62
2023-11-23,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4556.62
2023-11-24,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4559.34
2023-11-25,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4559.34
2023-11-26,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4559.34
2023-11-27,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4550.43
2023-11-28,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4554.89
2023-11-29,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4550.58
2023-11-30,308.024,19151.0,252.856,162.1,123.241,3.7,77.6717,4567.8
2023-12-01,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4594.63
2023-12-02,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4594.63
2023-12-03,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4594.63
2023-12-04,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4569.78
2023-12-05,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4567.18
2023-12-06,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4549.34
2023-12-07,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4585.59
2023-12-08,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4604.37
2023-12-09,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4604.37
2023-12-10,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4604.37
2023-12-11,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4622.44
2023-12-12,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4643.7
2023-12-13,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4707.09
2023-12-14,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4719.55
2023-12-15,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4719.19
2023-12-16,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4719.19
2023-12-17,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4719.19
2023-12-18,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4740.56
2023-12-19,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4768.37
2023-12-20,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4698.35
2023-12-21,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4746.75
2023-12-22,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4754.63
2023-12-23,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4754.63
2023-12-24,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4754.63
2023-12-25,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4754.63
2023-12-26,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4774.75
2023-12-27,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4781.58
2023-12-28,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4783.35
2023-12-29,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4769.83
2023-12-30,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4769.83
2023-12-31,308.742,19289.9,249.866,162.1,123.241,3.7,77.549,4769.83
2024-01-01,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4769.83
2024-01-02,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4742.83
2024-01-03,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4704.81
2024-01-04,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4688.68
2024-01-05,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4697.24
2024-01-06,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4697.24
2024-01-07,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4697.24
2024-01-08,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4763.54
2024-01-09,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4756.5
2024-01-10,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4783.45
2024-01-11,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4780.24
2024-01-12,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4783.83
2024-01-13,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4783.83
2024-01-14,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4783.83
2024-01-15,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4783.83
2024-01-16,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4765.98
2024-01-17,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4739.21
2024-01-18,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4780.94
2024-01-19,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4839.81
2024-01-20,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4839.81
2024-01-21,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4839.81
2024-01-22,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4850.43
2024-01-23,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4864.6
2024-01-24,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4868.55
2024-01-25,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4894.16
2024-01-26,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4890.97
2024-01-27,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4890.97
2024-01-28,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4890.97
2024-01-29,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4927.93
2024-01-30,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4924.97
2024-01-31,309.685,19308.5,251.306,164.0,124.163,3.7,76.3931,4845.65
2024-02-01,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4906.19
2024-02-02,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4958.61
2024-02-03,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4958.61
2024-02-04,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4958.61
2024-02-05,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4942.81
2024-02-06,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4954.23
2024-02-07,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4995.06
2024-02-08,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4997.91
2024-02-09,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5026.61
2024-02-10,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5026.61
2024-02-11,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5026.61
2024-02-12,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5021.84
2024-02-13,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4953.17
2024-02-14,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5000.62
2024-02-15,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5029.73
2024-02-16,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5005.57
2024-02-17,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5005.57
2024-02-18,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5005.57
2024-02-19,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5005.57
2024-02-20,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4975.51
2024-02-21,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,4981.8
2024-02-22,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5087.03
2024-02-23,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5088.8
2024-02-24,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5088.8
2024-02-25,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5088.8
2024-02-26,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5069.53
2024-02-27,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5078.18
2024-02-28,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5069.76
2024-02-29,311.054,19412.7,254.926,164.0,124.163,3.9,77.39,5096.27
2024-03-01,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5137.08
2024-03-02,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5137.08
2024-03-03,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5137.08
2024-03-04,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5130.95
2024-03-05,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5078.65
2024-03-06,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5104.76
2024-03-07,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5157.36
2024-03-08,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5123.69
2024-03-09,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5123.69
2024-03-10,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5123.69
2024-03-11,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5117.94
2024-03-12,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5175.27
2024-03-13,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5165.31
2024-03-14,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5150.48
2024-03-15,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5117.09
2024-03-16,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5117.09
2024-03-17,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5117.09
2024-03-18,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5149.42
2024-03-19,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5178.51
2024-03-20,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5224.62
2024-03-21,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5241.53
2024-03-22,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5234.18
2024-03-23,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5234.18
2024-03-24,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5234.18
2024-03-25,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5218.19
2024-03-26,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5203.58
2024-03-27,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5248.49
2024-03-28,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5254.35
2024-03-29,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5254.35
2024-03-30,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5254.35
2024-03-31,312.23,19553.2,255.095,164.0,124.163,3.8,77.4654,5254.35
2024-04-01,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5243.77
2024-04-02,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5205.81
2024-04-03,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5211.49
2024-04-04,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5147.21
2024-04-05,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5204.34
2024-04-06,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5204.34
2024-04-07,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5204.34
2024-04-08,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5202.39
2024-04-09,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5209.91
2024-04-10,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5160.64
2024-04-11,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5199.06
2024-04-12,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5123.41
2024-04-13,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5123.41
2024-04-14,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5123.41
2024-04-15,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5061.82
2024-04-16,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5051.41
2024-04-17,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5022.21
2024-04-18,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5011.12
2024-04-19,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,4967.23
2024-04-20,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,4967.23
2024-04-21,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,4967.23
2024-04-22,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5010.6
2024-04-23,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5070.55
2024-04-24,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5071.63
2024-04-25,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5048.42
2024-04-26,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5099.96
2024-04-27,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5099.96
2024-04-28,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5099.96
2024-04-29,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5116.17
2024-04-30,313.207,19603.3,256.978,165.5,124.943,3.9,76.8422,5035.69
2024-05-01,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5018.39
2024-05-02,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5064.2
2024-05-03,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5127.79
2024-05-04,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5127.79
2024-05-05,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5127.79
2024-05-06,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5180.74
2024-05-07,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5187.7
2024-05-08,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5187.67
2024-05-09,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5214.08
2024-05-10,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5222.68
2024-05-11,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5222.68
2024-05-12,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5222.68
2024-05-13,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5221.42
2024-05-14,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5246.68
2024-05-15,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5308.15
2024-05-16,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5297.1
2024-05-17,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5303.27
2024-05-18,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5303.27
2024-05-19,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5303.27
2024-05-20,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5308.13
2024-05-21,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5321.41
2024-05-22,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5307.01
2024-05-23,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5267.84
2024-05-24,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5304.72
2024-05-25,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5304.72
2024-05-26,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5304.72
2024-05-27,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5304.72
2024-05-28,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5306.04
2024-05-29,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5266.95
2024-05-30,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5235.48
2024-05-31,313.225,19697.3,255.313,165.5,124.943,4.0,77.3229,5277.51
2024-06-01,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5277.51
2024-06-02,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5277.51
2024-06-03,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5283.4
2024-06-04,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5291.34
2024-06-05,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5354.03
2024-06-06,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5352.96
2024-06-07,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5346.99
2024-06-08,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5346.99
2024-06-09,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5346.99
2024-06-10,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5360.79
2024-06-11,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5375.32
2024-06-12,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5421.03
2024-06-13,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5433.74
2024-06-14,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5431.6
2024-06-15,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5431.6
2024-06-16,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5431.6
2024-06-17,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5473.23
2024-06-18,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5487.03
2024-06-19,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5487.03
2024-06-20,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5473.17
2024-06-21,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5464.62
2024-06-22,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5464.62
2024-06-23,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5464.62
2024-06-24,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5447.87
2024-06-25,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5469.3
2024-06-26,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5477.9
2024-06-27,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5482.87
2024-06-28,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5460.48
2024-06-29,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5460.48
2024-06-30,313.049,19747.5,255.87,165.5,124.943,4.1,77.1684,5460.48
